Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation,NumberOfUsedSignals,VerticalSpeedAccuracyMps,SolutionType
FLP,32.1681314000,34.8083939000,35.02453392713963,4.17852,3.9,298.0775,1713027308558,0.7933735,1.1015812,338522698588610,2.0853684,0,,,
NLP,32.1680970000,34.8083338000,38.20000076293945,,18.791,,1713027309088,,,338523228000000,1.0,0,,,
FLP,32.1681395000,34.8083774000,36.08324347365859,4.174499,5.664,298.0971,1713027309088,1.5,45.0,338523228000000,2.0824285,0,,,
GPS,32.1681508300,34.8083765600,33.763671875,2.67,3.7900925,309.1,1713027310000,0.75649107,1.1767619,338523700391578,2.5,0,,,
FLP,32.1681497000,34.8083731000,36.43690038906112,3.049422,5.412,304.91617,1713027309559,0.75649107,1.1767619,338523700391578,2.0950692,0,,,
GPS,32.1681626200,34.8083614300,33.94830322265625,1.92,3.7900925,314.4,1713027311000,0.8523705,1.2575877,338524691270275,2.5,0,,,
FLP,32.1681632000,34.8083580000,36.03370096368469,2.2487442,5.412,310.41415,1713027310550,0.8523705,1.2575877,338524691270275,2.0380404,0,,,
GPS,32.1681773100,34.8083405600,33.7828369140625,2.19,3.7900925,322.3,1713027312000,1.1315178,1.3453653,338525699262411,2.5,0,,,
FLP,32.1681772000,34.8083406000,35.72369909378481,2.1758704,5.664,317.3156,1713027311558,1.1315178,1.3453653,338525699262411,2.06117,0,,,
GPS,32.1682031600,34.8083273800,33.75347900390625,3.06,3.7900925,341.0,1713027313000,1.2074176,1.4347671,338526702018191,2.5,0,,,
FLP,32.1682006000,34.8083271000,36.30636760422458,2.4320755,5.664,334.04224,1713027312562,1.2074176,1.4347671,338526702018191,2.0976148,0,,,
GPS,32.1682543000,34.8083300600,33.52178955078125,5.17,3.7900925,1.8,1713027314000,0.8936652,1.5164665,338527690956733,2.5,0,,,
FLP,32.1682488000,34.8083278000,38.20000076293945,5.1287327,5.412,1.0036726,1713027313549,0.8936652,1.5164665,338527690956733,2.1595063,0,,,
GPS,32.1683121900,34.8083488800,34.11651611328125,6.83,3.7900925,13.3,1713027315000,0.8103645,1.5806211,338528699348712,2.5,0,,,
FLP,32.1683096000,34.8083457000,38.20000076293945,6.8138337,3.9,13.016681,1713027314558,0.8103645,1.5806211,338528699348712,2.1333528,0,,,
GPS,32.1683866200,34.8083756000,33.4510498046875,8.1,3.7900925,16.9,1713027316000,0.758687,1.5682415,338529694059909,2.5,0,,,
FLP,32.1683838000,34.8083734000,38.20000076293945,8.089505,3.9,16.013159,1713027315554,0.758687,1.5682415,338529694059909,2.143833,0,,,
GPS,32.1684669100,34.8084049800,33.5106201171875,9.37,3.7900925,17.7,1713027317000,0.7622113,1.3744317,338530696606314,2.5,0,,,
FLP,32.1684649000,34.8084038000,38.20000076293945,9.3592825,3.9,17.01456,1713027316556,0.7622113,1.3744317,338530696606314,2.1117547,0,,,
GPS,32.1685547000,34.8084413500,33.4952392578125,10.09,3.7900925,18.9,1713027318000,0.8822604,1.3779289,338531696479648,2.5,0,,,
FLP,32.1685532000,34.8084401000,38.20000076293945,10.082236,3.9,18.00923,1713027317555,0.8822604,1.3779289,338531696479648,2.1248865,0,,,
GPS,32.1686366200,34.8084781200,33.62445068359375,9.66,3.7900925,20.8,1713027319000,0.7486721,1.3866854,338532698809544,2.5,0,,,
FLP,32.1686371000,34.8084773000,38.20000076293945,9.664023,3.9,19.98896,1713027318558,0.7486721,1.3866854,338532698809544,2.1759791,0,,,
GPS,32.1687150200,34.8085133300,33.99761962890625,9.08,3.7900925,21.2,1713027320000,0.76376754,1.24433,338533688918970,2.5,0,,,
FLP,32.1687155000,34.8085131000,38.20000076293945,9.085129,3.9,20.98824,1713027319547,0.76376754,1.24433,338533688918970,2.1986952,0,,,
GPS,32.1687851100,34.8085437500,34.5106201171875,8.07,3.7900925,21.3,1713027321000,0.71448255,1.1175528,338534692085949,2.5,0,,,
FLP,32.1687862000,34.8085444000,38.20000076293945,8.077072,3.9,20.984968,1713027320552,0.71448255,1.1175528,338534692085949,2.2206798,0,,,
GPS,32.1688472900,34.8085747000,34.7003173828125,7.48,3.7900925,22.1,1713027322000,0.8164651,1.1498277,338535689278709,2.5,0,,,
FLP,32.1688483000,34.8085748000,38.20000076293945,7.4856944,3.9,21.98389,1713027321549,0.8164651,1.1498277,338535689278709,2.1766336,0,,,
GPS,32.1689130400,34.8086090500,34.9173583984375,7.9,3.7900925,23.2,1713027323000,0.7201501,1.1782006,338536697156677,2.5,0,,,
FLP,32.1689127000,34.8086084000,38.20000076293945,7.897475,3.9,23.003786,1713027322556,0.7201501,1.1782006,338536697156677,2.1836967,0,,,
GPS,32.1689859000,34.8086449300,35.061279296875,8.43,3.7900925,24.3,1713027324000,0.7348431,0.9932945,338537697738343,2.5,0,,,
FLP,32.1689847000,34.8086443000,38.20000076293945,8.426642,3.9,24.005337,1713027323556,0.7348431,0.9932945,338537697738343,2.1937625,0,,,
GPS,32.1690462600,34.8086845000,34.95709228515625,7.79,3.7900925,26.6,1713027325000,0.74205554,0.9493931,338538690056156,2.5,0,,,
FLP,32.1690474000,34.8086839000,38.20000076293945,7.79492,3.9,25.982603,1713027324550,0.74205554,0.9493931,338538690056156,2.2624168,0,,,
GPS,32.1690934700,34.8087224900,35.0157470703125,6.46,3.7900925,34.6,1713027326000,0.8100535,0.9915999,338539694362614,2.5,0,,,
FLP,32.1690962000,34.8087222000,38.20000076293945,6.4703627,3.878,33.930214,1713027325554,0.8100535,0.9915999,338539694362614,2.2858603,0,,,
GPS,32.1691281800,34.8087655600,34.9073486328125,5.51,3.7900925,49.4,1713027327000,0.8646462,1.0608182,338540698740739,2.5,0,,,
FLP,32.1691308000,34.8087648000,38.20000076293945,5.513448,3.878,48.89383,1713027326558,0.8646462,1.0608182,338540698740739,2.2665138,0,,,
GPS,32.1691446000,34.8088196900,34.51678466796875,5.34,3.7900925,69.5,1713027328000,0.9164784,1.1359327,338541697595165,2.5,0,,,
FLP,32.1691475000,34.8088180000,38.20000076293945,5.3314223,3.878,68.923904,1713027327557,0.9164784,1.1359327,338541697595165,2.2201233,0,,,
GPS,32.1691460500,34.8088890900,34.9210205078125,6.34,3.7900925,93.0,1713027329000,0.92917234,1.2135594,338542688702508,2.5,0,,,
FLP,32.1691490000,34.8088862000,38.20000076293945,6.319883,3.881,93.00214,1713027328548,0.92917234,1.2135594,338542688702508,2.2279487,0,,,
GPS,32.1691280400,34.8089734100,34.38421630859375,8.08,3.7900925,106.5,1713027330000,0.82614005,1.2806102,338543690354019,2.5,0,,,
FLP,32.1691309000,34.8089703000,38.20000076293945,8.064157,3.878,106.011925,1713027329550,0.82614005,1.2806102,338543690354019,2.2426987,0,,,
NLP,32.1691897000,34.8086847000,40.400001525878906,,64.1,,1713027329869,,,338544010000000,4.5315886,0,,,
FLP,32.1691257000,34.8089885000,38.20000076293945,8.0581875,4.947,106.02304,1713027329870,1.5,45.0,338544010000000,2.1595485,0,,,
GPS,32.1691024900,34.8090745200,34.38543701171875,9.7,3.7900925,107.7,1713027331000,0.792262,1.1598128,338544694103497,2.5,0,,,
FLP,32.1691039000,34.8090702000,38.20000076293945,9.689654,4.797,107.014435,1713027330554,0.792262,1.1598128,338544694103497,2.1621127,0,,,
GPS,32.1690745500,34.8091868900,34.25830078125,10.8,3.7900925,107.8,1713027332000,0.8400608,1.167431,338545694436934,2.5,0,,,
FLP,32.1690752000,34.8091841000,38.20000076293945,10.788502,4.813,107.01536,1713027331554,0.8400608,1.167431,338545694436934,2.1634784,0,,,
GPS,32.1690466400,34.8093014000,34.596435546875,11.36,3.7900925,107.6,1713027333000,0.79526156,1.2009405,338546697747820,2.5,0,,,
FLP,32.1690466000,34.8093003000,38.20000076293945,11.354676,4.965,107.00659,1713027332557,0.79526156,1.2009405,338546697747820,2.1596382,0,,,
GPS,32.1690159600,34.8094167300,34.60504150390625,11.17,3.7900925,107.2,1713027334000,0.8686402,1.2087874,338547690650788,2.5,0,,,
FLP,32.1690161000,34.8094164000,38.20000076293945,11.1721,4.965,106.99732,1713027333549,0.8686402,1.2087874,338547690650788,2.1114647,0,,,
GPS,32.1689903200,34.8095270100,34.9248046875,10.69,3.7900925,106.7,1713027335000,0.78868353,1.2383626,338548694567141,2.5,0,,,
FLP,32.1689897000,34.8095275000,38.20000076293945,10.694053,4.965,105.9968,1713027334553,0.78868353,1.2383626,338548694567141,2.1430295,0,,,
GPS,32.1689614300,34.8096329100,35.0849609375,10.29,3.7900925,106.8,1713027336000,0.7276426,1.1612446,338549694483807,2.5,0,,,
FLP,32.1689617000,34.8096335000,38.20000076293945,10.293229,3.9,105.995766,1713027335554,0.7276426,1.1612446,338549694483807,2.167022,0,,,
GPS,32.1689368900,34.8097374700,35.3309326171875,10.23,3.7900925,105.9,1713027337000,0.7382393,0.8998553,338550693764277,2.5,0,,,
FLP,32.1689368000,34.8097377000,40.400001525878906,10.23016,3.9,105.00094,1713027336553,0.7382393,0.8998553,338550693764277,2.45197,0,,,
GPS,32.1689117400,34.8098417300,35.48486328125,10.16,3.7900925,105.8,1713027338000,0.8051193,0.9328409,338551697414276,2.5,0,,,
FLP,32.1689119000,34.8098419000,40.400001525878906,10.160686,3.9,104.99909,1713027337557,0.8051193,0.9328409,338551697414276,2.4693072,0,,,
GPS,32.1688844500,34.8099394200,35.3936767578125,9.69,3.7900925,106.3,1713027339000,0.8283887,0.9751036,338552693870160,2.5,0,,,
FLP,32.1688851000,34.8099404000,40.400001525878906,9.695265,3.9,105.99073,1713027338553,0.8283887,0.9751036,338552693870160,2.482926,0,,,
GPS,32.1688647400,34.8100384500,34.5711669921875,9.71,3.7900925,105.0,1713027340000,0.8747869,1.0225048,338553700155682,2.5,0,,,
FLP,32.1688641000,34.8100388000,38.20000076293945,9.709336,3.9,105.002396,1713027339559,0.8747869,1.0225048,338553700155682,2.2049818,0,,,
GPS,32.1688417900,34.8101380500,34.69439697265625,9.54,3.7900925,104.1,1713027341000,0.7962767,1.0676666,338554700624692,2.5,0,,,
FLP,32.1688417000,34.8101382000,38.20000076293945,9.541284,3.9,103.99958,1713027340560,0.7962767,1.0676666,338554700624692,2.1990612,0,,,
GPS,32.1688234700,34.8102337600,34.8702392578125,9.09,3.7900925,103.2,1713027342000,0.79272556,1.0848734,338555688585525,2.5,0,,,
FLP,32.1688231000,34.8102340000,38.20000076293945,9.094167,3.9,102.99577,1713027341547,0.79272556,1.0848734,338555688585525,2.2196538,0,,,
GPS,32.1688075200,34.8103161400,35.0814208984375,8.01,3.7900925,104.1,1713027343000,0.8121613,1.0969102,338556695318805,2.5,0,,,
FLP,32.1688070000,34.8103181000,38.20000076293945,8.021294,3.9,103.98073,1713027342555,0.8121613,1.0969102,338556695318805,2.2523813,0,,,
GPS,32.1687907800,34.8103801000,35.34259033203125,6.34,3.7900925,107.2,1713027344000,0.73180395,1.157581,338557697452920,2.5,0,,,
FLP,32.1687906000,34.8103833000,40.400001525878906,6.353949,3.9,106.9624,1713027343556,0.73180395,1.157581,338557697452920,2.5650864,0,,,
GPS,32.1687786000,34.8104229300,35.521240234375,4.36,3.7900925,106.1,1713027345000,0.7238307,1.1781498,338558690602033,2.5,0,,,
FLP,32.1687779000,34.8104268000,40.400001525878906,4.3754873,3.9,105.94934,1713027344550,0.7238307,1.1781498,338558690602033,2.582314,0,,,
GPS,32.1687753600,34.8104386100,35.4478759765625,1.86,3.7900925,104.3,1713027346000,0.7112334,1.2525704,338559689247086,2.5,0,,,
FLP,32.1687741000,34.8104437000,38.20000076293945,1.8793695,3.9,103.86589,1713027345549,0.7112334,1.2525704,338559689247086,2.591666,0,,,
GPS,32.1687775900,34.8104420700,35.3740234375,0.56,3.7900925,103.8,1713027347000,0.7012772,1.3374867,338560689505157,2.5,0,,,
FLP,32.1687764000,34.8104454000,38.20000076293945,0.5701019,3.9,102.78057,1713027346548,0.7012772,1.3374867,338560689505157,2.5953813,0,,,
NLP,32.1686473000,34.8106992000,42.60000228881836,,26.902,,1713027347075,,,338561215000000,2.10868,0,,,
FLP,32.1687763000,34.8104467000,38.20000076293945,0.5689626,5.651,102.80445,1713027347075,1.5,45.0,338561215000000,2.184817,0,,,
GPS,32.1687762600,34.8104551800,35.16607666015625,1.57,3.7900925,102.7,1713027348000,0.7083967,1.388908,338561689007137,2.5,0,,,
FLP,32.1687761000,34.8104547000,38.20000076293945,1.5624639,5.401,102.05529,1713027347548,0.7083967,1.388908,338561689007137,2.1655457,0,,,
GPS,32.1687705200,34.8104907400,34.9071044921875,3.55,3.7900925,99.6,1713027349000,0.77641684,1.3921579,338562701028178,2.5,0,,,
FLP,32.1687709000,34.8104877000,40.400001525878906,3.530298,5.633,99.049194,1713027348561,0.77641684,1.3921579,338562701028178,2.174755,0,,,
GPS,32.1687655900,34.8105500000,34.9373779296875,5.63,3.7900925,96.2,1713027350000,0.77072287,1.431022,338563693059689,2.5,0,,,
FLP,32.1687657000,34.8105460000,40.400001525878906,5.6085258,5.633,96.022896,1713027349552,0.77072287,1.431022,338563693059689,2.3701203,0,,,
GPS,32.1687586600,34.8106314300,35.05157470703125,7.73,3.7900925,93.6,1713027351000,0.8010801,1.439625,338564691877083,2.5,0,,,
FLP,32.1687590000,34.8106273000,40.400001525878906,7.7063847,5.633,93.01016,1713027350551,0.8010801,1.439625,338564691877083,2.394303,0,,,
GPS,32.1687522100,34.8107290000,35.34454345703125,9.16,3.7900925,92.1,1713027352000,0.8615754,1.4649066,338565695955000,2.5,0,,,
FLP,32.1687527000,34.8107260000,40.400001525878906,9.141531,5.633,92.00457,1713027351555,0.8615754,1.4649066,338565695955000,2.406682,0,,,
GPS,32.1687497800,34.8108327500,35.52276611328125,9.74,3.7900925,91.7,1713027353000,0.7532761,1.4651585,338566697140937,2.5,0,,,
FLP,32.1687498000,34.8108313000,40.400001525878906,9.734163,3.878,91.00157,1713027352557,0.7532761,1.4651585,338566697140937,2.4306982,0,,,
GPS,32.1687455200,34.8109429500,35.64593505859375,10.25,3.7900925,91.9,1713027354000,0.82515794,1.5092523,338567692374739,2.5,0,,,
FLP,32.1687459000,34.8109416000,40.400001525878906,10.243943,3.881,91.00053,1713027353551,0.82515794,1.5092523,338567692374739,1.9103619,0,,,
GPS,32.1687457500,34.8110534700,35.73907470703125,10.66,3.7900925,90.0,1713027355000,0.7720632,1.4065325,338568689359529,2.5,0,,,
FLP,32.1687456000,34.8110530000,40.400001525878906,10.65569,3.9,90.00117,1713027354548,0.7720632,1.4065325,338568689359529,1.9174383,0,,,
GPS,32.1687484200,34.8111678800,35.8228759765625,10.76,3.7900925,86.2,1713027356000,0.8016758,1.2834073,338569697180831,2.5,0,,,
FLP,32.1687480000,34.8111678000,42.60000228881836,10.759089,3.9,86.00396,1713027355557,0.8016758,1.2834073,338569697180831,1.9284551,0,,,
GPS,32.1687573400,34.8112832000,36.14166259765625,10.81,3.7900925,82.5,1713027357000,0.8903853,1.3156995,338570698911143,2.5,0,,,
FLP,32.1687569000,34.8112830000,42.60000228881836,10.810248,3.9,82.0056,1713027356558,0.8903853,1.3156995,338570698911143,1.9274563,0,,,
GPS,32.1687706500,34.8113951900,36.65740966796875,10.72,3.7900925,79.9,1713027358000,0.75503886,1.318115,338571692290727,2.5,0,,,
FLP,32.1687706000,34.8113953000,42.60000228881836,10.72157,3.9,79.005806,1713027357551,0.75503886,1.318115,338571692290727,2.4603312,0,,,
GPS,32.1687898100,34.8115056000,37.09454345703125,10.44,3.7900925,76.2,1713027359000,0.89975137,1.3586701,338572693554111,2.5,0,,,
FLP,32.1687897000,34.8115059000,42.60000228881836,10.444859,3.9,76.0117,1713027358553,0.89975137,1.3586701,338572693554111,2.4712973,0,,,
NLP,32.1688809000,34.8121152000,43.80000305175781,,17.954,,1713027367322,,,338581462000000,1.7968687,0,,,
FLP,32.1689069000,34.8121895000,43.80000305175781,10.1227455,17.954,75.666695,1713027367321,1.5,45.0,338581462000000,1.9366186,0,,,
NLP,32.1688802000,34.8127954000,46.10000228881836,,45.6,,1713027373077,,,338587217000000,7.123377,0,,,
FLP,32.1688883000,34.8127951000,46.10000228881836,9.900426,45.6,91.68858,1713027373077,1.5,45.0,338587217000000,3.3599358,0,,,
NLP,32.1688681000,34.8131052000,5.0,,16.304,,1713027378092,,,338592232000000,95.326225,0,,,
FLP,32.1688682000,34.8131074000,46.7442560813434,6.5115485,16.304,93.7105,1713027378092,1.5,45.0,338592232000000,2.3861027,0,,,
NLP,32.1688575000,34.8131332000,13.09999942779541,,15.846,,1713027383101,,,338597241000000,6.379936,0,,,
FLP,32.1688574000,34.8131373000,47.295200884398525,0.9151446,15.846,105.77896,1713027383100,1.5,45.0,338597241000000,2.191466,0,,,
GPS,32.1687996600,34.8132159500,42.8701171875,0.0,3.7900925,,1713027384000,0.7031432,,338597691549780,2.5,0,,,
FLP,32.1688025000,34.8132123000,47.30540390458151,7.451639,9.873,128.84633,1713027383551,0.7031432,45.0,338597691549780,2.198621,0,,,
GPS,32.1687992300,34.8132167300,42.99114990234375,0.0,3.7900925,,1713027385000,0.10347963,,338598698775769,2.5,0,,,
FLP,32.1687978000,34.8132188000,47.29724148745049,2.3277948,7.882,129.34164,1713027384558,0.10347963,45.0,338598698775769,2.174982,0,,,
GPS,32.1687986400,34.8132172100,43.059326171875,0.0,3.7900925,,1713027386000,0.07064714,,338599700738216,2.5,0,,,
FLP,32.1687978000,34.8132184000,48.233909279775524,0.8446658,6.886,130.34204,1713027385560,0.07064714,45.0,338599700738216,2.376805,0,,,
GPS,32.1687981500,34.8132175400,43.10626220703125,0.0,3.7900925,,1713027387000,0.07067831,,338600693018164,2.5,0,,,
FLP,32.1687979000,34.8132180000,46.99701144476631,0.31412062,6.289,132.37282,1713027386552,0.07067831,45.0,338600693018164,1.9338155,0,,,
GPS,32.1687985500,34.8132187700,43.430419921875,0.0,3.7900925,,1713027388000,0.091738686,,338601700291184,2.5,0,,,
FLP,32.1687984000,34.8132189000,48.237990484400825,0.15114528,5.891,107.704475,1713027387560,0.091738686,45.0,338601700291184,3.0634038,0,,,
